Name,SellPrice,BuyPrice,AvgSellPrice,AvgBuyPrice,Sold,Bought,Profit,RelProfit,PotProfit,ApproxOffers
great shield,6495000,4200001,5785703,4358003,17,13,2294999,0.55,29834987,1
great spirit potion,155,130,163,150,1142,4244,25,0.19,28550,3
greed's arm,-1,735000,0,735000,0,4,-735001,-1.0,0,0
green backpack,83,24,127,21,155,97,59,2.46,5723,1
green bag,380,5,400,4,29,22,375,75.0,8250,0
green balloons,30,1,0,1,0,23,29,29.0,0,2
green bandage,239,160,209,145,15,231,79,0.49,1185,0
green bed kit,-1,-1,-1,-1,-1,-1,0,0,0,-1
green crystal fragment,867,750,980,747,1,1190,117,0.16,117,1
green crystal shard,1590,1455,1749,1473,1,1267,135,0.09,135,0
green crystal splinter,448,378,429,375,31,800,70,0.19,2170,0
green cushioned chair kit,-1,100000,0,0,0,0,-100001,-1.0,0,0
green dragon leather,4618,4130,4824,4166,1143,1958,488,0.12,557784,7
green dragon scale,119,103,167,101,121,873,16,0.16,1936,1
green fireworks powder,289,25,196,16,19,45,264,10.56,5016,1
green fireworks rocket,-1,-1,-1,-1,-1,-1,0,0,0,-1
green flask,-1,0,0,0,0,0,-1,0,0,0
green gem,4998,4955,4994,4971,11,4846,43,0.01,473,1
green gingerbread heart,-1,122222,0,0,0,0,-122223,-1.0,0,0
green glass plate,190,160,186,136,38,164,30,0.19,1140,0
green light,79900,30220,70145,25134,25,21,49680,1.64,1043280,2
green mushroom,100,99,100,97,91,1067,1,0.01,91,0
green perch,1369,401,816,366,112,140,968,2.41,108416,2
green piece of cloth,767,603,1395,872,328,561,164,0.27,53792,6
green pillow,1,0,11,0,1,0,1,0,0,0
green pit demon,200000,10035,214540,0,6,0,189965,18.93,0,1
green powder,-1,0,0,0,0,0,-1,0,0,0
green tapestry,0,0,98,0,8,0,0,0,0,0
green tome,193100000,113000000,193100000,0,1,0,80100000,0.71,0,0
green tunic,1,0,7,0,3,0,1,0,0,0
greenwood coat,55300,46500,51620,38987,16,28,8800,0.19,140800,0
grey backpack,88,9,206,27,249,104,79,8.78,8216,2
grey bag,340,5,364,4,21,11,335,67.0,3685,0
grey raven kit,14796000,7501000,14799000,7501500,3,2,7295000,0.97,14590000,0
grey tome,545000000,400000000,0,0,0,0,145000000,0.36,0,3
grey-blue powder,-1,-1,-1,-1,-1,-1,0,0,0,-1
griffin shield,-1,1502,0,1447,0,5,-1503,-1.0,0,0
griffinclaw container,480000,300000,432207,314103,21,8,180000,0.6,1440000,1
grimace,175999,98100,0,98012,0,6,77899,0.79,0,1
grodrik's favourite axe,-1,150000,0,0,0,0,-150001,-1.0,0,0
ground reed,29990,250,0,250,0,1,29740,118.96,0,0
gruesome fan,-1,10010,0,10001,0,3,-10011,-1.0,0,1
guardian axe,9998,7970,8915,7686,17,303,2028,0.25,34476,1
guardian boots,36999,33800,37834,34080,143,136,3199,0.09,435064,0
guardian halberd,10678,10580,11070,10642,3,441,98,0.01,294,1
guardian shield,1905,1441,1889,1650,263,1665,464,0.32,122032,4
guidebook,-1,66,0,0,0,0,-67,-1.02,0,0
hailstorm rod,2930,2757,2920,2802,282,3282,173,0.06,48786,4
hair of a banshee,599,55,892,269,2,47,544,9.89,1088,1
halberd,90,87,93,83,1,164,3,0.03,3,1
half-digested piece of meat,118,37,0,33,0,142,81,2.19,0,1
half-digested stones,29,25,31,21,20,469,4,0.16,80,1
half-eaten brain,555,53,425,56,39,83,502,9.47,19578,2
hallowed axe,-1,-1,-1,-1,-1,-1,0,0,0,-1
ham,21699,19781,21787,19794,7,148,1918,0.1,13426,2
hammer,-1,-1,-1,-1,-1,-1,0,0,0,-1
hammer of carving,-1,-1,-1,-1,-1,-1,0,0,0,-1
hammer of destruction,1199998,904100,1191044,929502,11,9,295898,0.33,2663082,0
hammer of mayhem,-1,-1,-1,-1,-1,-1,0,0,0,-1
hammer of prophecy,146739503,110902256,147123589,110902256,1,1,35837247,0.32,35837247,1
hammer of remedy,-1,-1,-1,-1,-1,-1,0,0,0,-1
hammer of wrath,43998,29230,39825,29472,2,173,14768,0.51,29536,1
hand,500,103,662,90,226,429,397,3.85,89722,2
hand auger,300,0,273,0,8,0,300,0,0,0
hand axe,0,0,10,0,1,0,0,0,0,0
handcrafted ribbon,0,0,3198,0,7,0,0,0,0,0
hard-boiled hydra egg,5000,800,6970,800,10,10,4200,5.25,42000,0
hardened bone,120,55,582,45,117,399,65,1.18,7605,3
harness,4795,1000,7510,2003,70,63,3795,3.79,239085,4
harp kit,-1,100000,0,0,0,0,-100001,-1.0,0,0
harpoon of a giant snail,-1,14580,0,14580,0,1,-14581,-1.0,0,0
harpy feathers,585,585,600,453,1,20,0,0.0,0,0
hat for eclesius,-1,0,0,0,0,0,-1,0,0,0
hat of the mad,81800,66101,80339,62611,208,141,15699,0.24,2213559,6
hatched rorc egg,50,12,0,10,0,51,38,3.17,0,0
hatchet,-1,7,0,7,0,18,-8,-1.14,0,0
haunch of boar,169,1,160,5,56,18,168,168.0,3024,0
haunted blade,7925,6819,7859,7635,128,2176,1106,0.16,141568,1
haunted mirror piece,2000000,1000000,2000000,1000000,1,1,1000000,1.0,1000000,2
haunted piece of wood,80,80,289,72,5,58,0,0.0,0,1
havoc blade,933000,750000,969290,753093,17,18,183000,0.24,3111000,0
hazardous heart,-1,1666,0,1666,0,2,-1667,-1.0,0,0
hazardous robe,-1,1000,0,1000,0,1,-1001,-1.0,0,0
head,-1,556,0,617,0,8,-557,-1.0,0,0
head of abyssador,1111,20,888,233,7,59,1091,54.55,7637,0
head of deathstrike,300,20,300,250,1,54,280,14.0,280,0
head of gnomevil,20,20,366,278,6,48,0,0.0,0,0
headache pill,579,12,788,11,16,17,567,47.25,9072,0
headchopper,0,0,5000,0,1,0,0,0,0,0
health potion,88,80,83,73,2131,4435,8,0.1,17048,1
heart backpack,34975,7900,26918,10098,49,39,27075,3.43,1055925,1
heart pillow,300,0,726,0,54,0,300,0,0,0
heart of the mountain,1599999,1001000,1872474,1101500,10,2,598999,0.6,1197998,1
heat core,10000,8037,9634,8321,28,136,1963,0.24,54964,1
heated worm punisher,-1,-1,-1,-1,-1,-1,0,0,0,-1
heaven blossom,69,23,64,23,54,263,46,2.0,2484,0
heavily rusted armor,997,120,716,132,51,102,877,7.31,44727,1
heavily rusted helmet,-1,0,0,0,0,0,-1,0,0,0
heavily rusted legs,994,1,936,36,18,15,993,993.0,14895,0
heavily rusted shield,-1,0,0,0,0,0,-1,0,0,0
heavy mace,64936,48480,74628,49427,10,116,16456,0.34,164560,0
heavy machete,146,25,146,20,8,71,121,4.84,968,0
heavy magic missile rune,3,3,18,4,28,49,0,0.0,0,0
heavy metal t-shirt,20000,500,19999,500,2,3,19500,39.0,39000,1
heavy old tome,399,32,621,53,427,433,367,11.47,156709,5
heavy package,-1,0,0,0,0,0,-1,0,0,0
heavy stone hammer,-1,-1,-1,-1,-1,-1,0,0,0,-1
heavy trident,1950,1820,1960,1860,4,136,130,0.07,520,0
hellforged axe,206000,37900,152835,43682,9,6,168100,4.44,1008600,0
hellhound slobber,465,415,465,367,3,164,50,0.12,150,0
hellspawn tail,518,356,700,387,210,530,162,0.46,34020,2
helmet adornment,-1,0,0,0,0,0,-1,0,0,0
helmet ornament,55000,0,0,0,0,0,55000,0,0,0
helmet piece,-1,-1,-1,-1,-1,-1,0,0,0,-1
helmet of nature,20000,3000,19999,3000,2,5,17000,5.67,34000,0
helmet of ultimate terror,9999,2000,15000,2900,4,10,7999,4.0,31996,0
helmet of the lost,2299,360,2484,170,12,6,1939,5.39,11634,0
hemp rope,554,310,1056,197,4,73,244,0.79,976,1
heroic axe,5000,0,5000,0,1,0,5000,0,0,0
hexagonal ruby,29998,29700,29899,29700,12,533,298,0.01,3576,0
hibiscus dress,3150,2970,3078,2971,6,547,180,0.06,1080,1
hideous chunk,1600,260,0,257,0,20,1340,5.15,0,0
hieroglyph banner,6333,88,16249,84,8,11,6245,70.97,49960,2
high guard flag,512,452,534,419,4,120,60,0.13,240,0
high guard shoulderplates,120,94,121,104,3,198,26,0.28,78,1
hive bow,34935,19201,37558,18915,11,10,15734,0.82,157340,0
hive scythe,16670,15850,16581,15305,18,73,820,0.05,14760,1
hoe,80000,99,0,0,0,0,79901,807.08,0,2
hollow stampor hoof,8799,3667,8697,3089,50,22,5132,1.4,112904,2
holy amplification,1100000,500001,799756,400000,10,2,599999,1.2,1199998,1
holy ash,85,85,385,83,7,24,0,0.0,0,0
holy falcon,7578000,3100001,7459330,3100001,3,1,4477999,1.44,4477999,0
holy icon,7847993,6700000,7850500,6551601,2,2,1147993,0.17,2295986,1
holy missile rune,18,11,20,6,102,28,7,0.64,196,0
holy orchid,1898,1300,1987,1254,375,554,598,0.46,224250,4
holy resilience,1224444,600226,1061513,602656,13,11,624218,1.04,6866398,1
holy scarab,18500000,14000288,17374074,0,3,0,4499712,0.32,0,2
holy soil,-1,0,0,0,0,0,-1,0,0,0
honey flower,65,1,69,1,150,72,64,64.0,4608,0
honeycomb,5796,5502,6306,5462,779,1965,294,0.05,229026,6
hook,280,63,241,68,8,204,217,3.44,1736,0
horn,34900000,25000000,43200000,25000000,2,1,9900000,0.4,9900000,0
horned helmet,-1,420,0,0,0,0,-421,-1.0,0,0
horoscope,118,7,0,16,0,107,111,15.86,0,0
horseman helmet,201,201,1499,146,4,14,0,0.0,0,0
horseshoe,450000000,450000000,500000000,450000000,2,2,0,0.0,0,1
huge chunk of crude iron,14999,13216,14818,13481,125,756,1783,0.13,222875,0
huge shell,-1,14580,0,14172,0,6,-14581,-1.0,0,0
huge spiky snail shell,155555,7780,0,7438,0,7,147775,18.99,0,0
human teeth,7898,2651,7423,1672,64,14,5247,1.98,73458,2
humongous chunk,1699,217,0,216,0,40,1482,6.83,0,0
hunter's quiver,346,15,283,9,26,85,331,22.07,8606,0
hunting horn,3495000,2502000,3340123,2423168,8,6,993000,0.4,5958000,0
hunting spear,15,15,84,12,627,194,0,0.0,0,0
hydra egg,5000,800,6970,800,10,10,4200,5.25,42000,0
hydra head,595,520,568,504,21,583,75,0.14,1575,2
hydra tongue,1500,1,1850,4,13,13,1499,1499.0,19487,0
hydra tongue salad,99000,57806,96418,62908,387,127,41194,0.71,5231638,5
ice amplification,650000,650000,1255739,617337,12,3,0,0.0,0,1
ice cream cone,999,5,527,5,14,3,994,198.8,2982,0
ice flower,400,223,345,262,11,153,177,0.79,1947,0
ice flower seeds,49500,15001,40738,12107,8,10,34499,2.3,275992,1
ice hatchet,38999,5000,25958,5000,3,2,33999,6.8,67998,0
ice mammoth,19900,10510,19945,10216,2,2,9390,0.89,18780,1
ice pick,390,100,392,64,31,37,290,2.9,8990,0
ice rapier,926,826,913,832,191,2874,100,0.12,19100,2
ice resilience,489000,232128,440851,294617,15,8,256872,1.11,2054976,2
ice shield,440,53,451,51,13,77,387,7.3,5031,1
iced soil,6500,6500,4856,3641,14,10,0,0.0,0,1
icicle,15890,78,17900,78,1,1,15812,202.72,15812,0
icicle bow,8970,3800,16724,8156,99,81,5170,1.36,418770,6
icicle rune,35,20,38,21,185,88,15,0.75,1320,0
icy barbarian axe replica,-1,0,0,0,0,0,-1,0,0,0
icy blacksteel replica,52000,0,0,0,0,0,52000,0,0,0
icy clerical mace replica,45000,0,0,0,0,0,45000,0,0,0
icy cranial basher replica,4500,0,4250,0,2,0,4500,0,0,0
icy crystal mace replica,65000,0,0,0,0,0,65000,0,0,0
icy culottes,26716716,20179000,24532343,20000000,5,1,6537716,0.32,6537716,0
icy dragon slayer replica,0,0,74000,0,2,0,0,0,0,0
icy headchopper replica,39999,0,21666,0,3,0,39999,0,0,0
icy heroic axe replica,67000,0,0,0,0,0,67000,0,0,0
icy knight axe replica,50000,0,50000,0,1,0,50000,0,0,0
icy mystic blade replica,52000,1000,41000,0,2,0,51000,51.0,0,0
icy orcish maul replica,5000,0,0,0,0,0,5000,0,0,0
icy rainbow shield,-1,-1,-1,-1,-1,-1,0,0,0,-1
icy relic sword replica,28555,0,28554,0,2,0,28555,0,0,0
icy spike sword replica,0,0,14000,0,2,0,0,0,0,0
icy war axe replica,58000,0,0,0,0,0,58000,0,0,0
icy war hammer replica,67000,0,0,0,0,0,67000,0,0,0
impaler,99500,10200,67148,17500,15,4,89300,8.75,357200,1
impaler of the igniter,29000000,3261000,13661000,0,3,0,25739000,7.89,0,0
incandescent crown,2799999,2340000,2563564,0,6,0,459999,0.2,0,0
incantation fragment,-1,0,0,0,0,0,-1,0,0,0
incantation notes,7298,5560,10138,7330,260,314,1738,0.31,451880,6
incredible mumpiz slayer,680000,450000,413660,0,4,0,230000,0.51,0,0
indoor plant kit,-1,100000,0,0,0,0,-100001,-1.0,0,0
inert astral shaper rune,5000000,500000,0,0,0,0,4500000,9.0,0,0
infernal bolt,25,23,27,20,1072,209,2,0.09,418,1
infernal heart,50000,701,0,0,0,0,49299,70.33,0,0
infernal robe,-1,401,0,0,0,0,-402,-1.0,0,0
inkwell,4899,490,0,468,0,35,4409,9.0,0,1
insectoid eggs,0,0,1,0,9,0,0,0,0,0
instable proto matter,900,240,916,238,8,328,660,2.75,5280,0
intelligence reports,999,0,0,0,0,0,999,0,0,0
intense healing rune,37,10,62,33,47,47,27,2.7,1269,1
interdimensional potion,-1,150000,0,150000,0,1,-150001,-1.0,0,0
interwoven moss florets,-1,0,0,0,0,0,-1,0,0,0
invitation,-1,-1,-1,-1,-1,-1,0,0,0,-1
iriana's chest,-1,-1,-1,-1,-1,-1,0,0,0,-1
iron crown,3999999,2303000,3440798,2188000,18,3,1696999,0.74,5090997,1
iron hammer,3999,0,5000,0,1,0,3999,0,0,0
iron helmet,63,63,141,57,19,95,0,0.0,0,0
iron loadstone,4895,500,4541,339,46,6,4395,8.79,26370,1
iron ore,539,460,515,441,285,1091,79,0.17,22515,0
ivory carving,500,255,302,242,10,407,245,0.96,2450,1
ivory chair kit,-1,100000,0,0,0,0,-100001,-1.0,0,0
ivory comb,7877,5000,7933,7639,8,297,2877,0.58,23016,1
izcandar's snow globe,157000,157000,300000,157000,1,2,0,0.0,0,0
izcandar's sundial,330000,188000,0,0,0,0,142000,0.76,0,0
jacket,-1,1000,0,1000,0,1,-1001,-1.0,0,1
jade hammer,26900,24680,27377,24345,5,208,2220,0.09,11100,0
jade hat,8780,8290,9245,8601,40,389,490,0.06,19600,1
jade zaoan bishop,2000,101,3000,101,2,6,1899,18.8,3798,0
jade zaoan king,2000,0,2666,0,3,0,2000,0,0,0
jade zaoan knight,600,0,0,0,0,0,600,0,0,0
jade zaoan pawn,18000,0,6251,0,15,0,18000,0,0,0
jade zaoan queen,89953,1001,100000,0,1,0,88952,88.86,0,0
jade zaoan rook,2000,0,4481,0,3,0,2000,0,0,0
jagged sickle,-1,140900,0,140900,0,5,-140901,-1.0,0,0
jagged sword,46,2,89,2,15,13,44,22.0,572,1
jalapeno pepper,55900,27110,55310,27727,162,53,28790,1.06,1525870,1
jar of honey,25000,1,25000,0,1,0,24999,24999.0,0,0
jaul's pearl,119200,25000,69220,30110,13,5,94200,3.77,471000,0
jaws,449,110,441,404,11,185,339,3.08,3729,1
jerom's family necklace,1000,1000,99999,13000,1,2,0,0.0,0,0
jester doll,100000,21801,56787,20150,6,2,78199,3.59,156398,0
jester hat,7222,10,14000,233,2,6,7212,721.2,14424,1
jester staff,6800,1,15333,2,3,3,6799,6799.0,20397,0
jewel case,7500,3,19530,2454,68,39,7497,2499.0,292383,2
jewelled backpack,593,235,1151,385,773,573,358,1.52,205134,3
jewelled belt,499,62,2110,64,2,18,437,7.05,874,0
jug of embalming fluid,398,100,624,85,122,7,298,2.98,2086,0
juice squeezer,394,5,477,5,77,42,389,77.8,16338,0
julius' map,499,0,933,0,3,0,499,0,0,0
jungle bow,3400000,2432000,3559206,2712166,10,6,968000,0.4,5808000,0
jungle flail,2400000,855555,1804518,718827,6,3,1544445,1.81,4633335,1
jungle quiver,5900000,3656000,5835748,3746942,8,5,2244000,0.61,11220000,1
jungle rod,2100000,1000000,1724573,901268,10,4,1100000,1.1,4400000,1
jungle wand,1799999,1111000,1999996,1303352,9,3,688999,0.62,2066997,1
katana,1400,11,775,10,2,10,1389,126.27,2778,0
katex' blood,350,72,318,72,5,62,278,3.86,1390,0
key of numerous locks,165002,165002,1242500,0,2,0,0,0.0,0,0
key to knowledge,74000000,25000000,67999999,0,3,0,49000000,1.96,0,1
key to the drowned library,999,122,834,123,8,22,877,7.19,7016,0
kitchen knife,289,1,251,1,83,26,288,288.0,7488,1
knife,350,70,350,85,2,37,280,4.0,560,0
knight armor,4880,4600,4875,4573,344,3691,280,0.06,96320,6
knight axe,68000,0,0,0,0,0,68000,0,0,0
knight legs,4960,4605,4902,4603,265,3325,355,0.08,94075,4
knight statue kit,-1,100000,0,0,0,0,-100001,-1.0,0,0
kollos shell,380,380,410,331,2,33,0,0.0,0,0
kongra's shoulderpad,98,83,95,61,7,235,15,0.18,105,0
kooldown-aid,789000,600703,924315,632210,64,29,188297,0.31,5460613,3
koshei's ancient amulet,128777,73113,139743,118496,258,250,55664,0.76,13916000,7
krimhorn helmet,-1,56,0,56,0,5,-57,-1.02,0,0
lamassu hoof,400,165,401,262,10,530,235,1.42,2350,2
lamassu horn,230,195,219,188,8,619,35,0.18,280,1
lancer beetle shell,100,27,0,18,0,39,73,2.7,0,0
lancet,190,81,221,84,19,144,109,1.35,2071,0
large amphora kit,-1,100000,0,0,0,0,-100001,-1.0,0,0
large pliers,-1,-1,-1,-1,-1,-1,0,0,0,-1
larvae,4,0,1,0,4,0,4,0,0,0
lavafungus head,-1,300,0,300,0,6,-301,-1.0,0,0
lavafungus ring,-1,131,0,130,0,10,-132,-1.01,0,0
lavaworm jaws,8000,400,0,368,0,1,7600,19.0,0,0
lavaworm spike roots,-1,202,0,202,0,8,-203,-1.0,0,0
lavaworm spikes,-1,252,0,252,0,5,-253,-1.0,0,0
lavos armor,177777,116336,210045,90200,3,1,61441,0.53,61441,0
leaf crown,3749999,2246000,3650561,0,8,0,1503999,0.67,0,0
leaf golem santa,86800,6000,0,0,0,0,80800,13.47,0,0
leaf legs,475,80,399,70,9,50,395,4.94,3555,1
leaf star,53,41,59,32,60,358,12,0.29,720,1
leather armor,-1,1,0,1,0,2,-2,-2.0,0,0
leather boots,73,0,37,0,58,0,73,0,0,1
leather harness,650,354,727,331,13,104,296,0.84,3848,1
leather helmet,-1,2,0,2,0,21,-3,-1.5,0,0
leather legs,49,1,49,1,4,3,48,48.0,144,0
leather whip,19783,5779,17918,5204,72,46,14004,2.42,644184,2
leech,69800,28821,88496,35004,50,29,40979,1.42,1188391,3
left horn,15000,0,0,0,0,0,15000,0,0,0
legion helmet,29800,11111,23897,8761,62,36,18689,1.68,672804,2
legionnaire flags,449,221,469,215,2,59,228,1.03,456,1
legs of deathstrike,2500,400,0,359,0,63,2100,5.25,0,0
legs of gnomevil,1799,400,0,393,0,54,1399,3.5,0,0
lemon,20,0,59,0,2,0,20,0,0,0
lemon cupcake,380000,201400,264600,116135,6,6,178600,0.89,1071600,1
leopard armor,1000,162,1059,138,5,33,838,5.17,4190,1
letter to chantalle,-1,0,0,0,0,0,-1,0,0,0
letter to eremo,-1,-1,-1,-1,-1,-1,0,0,0,-1
letter to markwin,-1,-1,-1,-1,-1,-1,0,0,0,-1
letterbag,400000,11111,0,11111,0,2,388889,35.0,0,0
leviathan's amulet,9482,5573,8199,4571,176,138,3909,0.7,539442,2
library ticket,36997000,32546000,36481819,33868111,8,9,4451000,0.14,35608000,4
lich staff,-1,0,0,0,0,0,-1,0,0,0
life crystal,177,106,163,105,48,1077,71,0.67,3408,1
life preserver,149,100,317,92,33,330,49,0.49,1617,1
life ring,200,151,230,161,5133,1732,49,0.32,84868,2
light mace,-1,0,0,0,0,0,-1,0,0,0
light magic missile rune,8,1,19,1,39,22,7,7.0,154,0
light shovel,1998,693,2219,930,792,293,1305,1.88,382365,1
lightning boots,3890,2473,3006,2472,33,565,1417,0.57,46761,1
lightning headband,2880,2435,2553,2458,58,2204,445,0.18,25810,2
lightning legs,11590,10925,11509,10926,70,1093,665,0.06,46550,2
lightning pendant,1582,1481,1554,1478,328,2004,101,0.07,33128,4
lightning robe,11599,10680,11605,10786,30,356,919,0.09,27570,0
lightsphere,44840,3000,54700,3685,2,12,41840,13.95,83680,0
lilypad backpack,555555,216100,371646,222972,31,20,339455,1.57,6789100,0
liodile fang,-1,1,0,50,0,12,-2,-2.0,0,0
lion amulet,1292000,803000,1455728,1177463,38,33,489000,0.61,16137000,3
lion axe,1800000,1462100,2080525,1636903,45,33,337900,0.23,11150700,3
lion cloak patch,180,145,180,143,2,141,35,0.24,70,0
lion crest,1500,235,0,226,0,106,1265,5.38,0,0
lion figurine,9999,9230,9838,9497,2,229,769,0.08,1538,0
lion hammer,2647000,1700000,2328149,1831683,59,15,947000,0.56,14205000,1
lion longbow,2185000,1907597,2360657,1939301,41,37,277403,0.15,10263911,4
lion longsword,1891900,1708000,2195564,1760201,50,39,183900,0.11,7172100,1
lion plate,13998000,12041002,13171652,11824742,46,31,1956998,0.16,60666938,5
lion rod,2387900,1945005,2678502,2304808,71,49,442895,0.23,21701855,1
lion seal,-1,0,0,0,0,0,-1,0,0,0
lion shield,3896999,3005000,4306646,3722809,57,47,891999,0.3,41923953,1
lion spangenhelm,7184000,6129000,7074173,6394790,65,47,1055000,0.17,49585000,3
lion spellbook,6479999,5213000,6065049,5241003,58,46,1266999,0.24,58281954,1
lion trophy,3000,1525,9000,1518,1,20,1475,0.97,1475,1
lion wand,3589000,2605000,3111276,2699760,65,49,984000,0.38,48216000,3
lion's mane,58,42,66,38,261,561,16,0.38,4176,1
lisa's doll,5000000,5000000,25000000,0,1,0,0,0.0,0,0
lit crystal lamp,-1,-1,-1,-1,-1,-1,0,0,0,-1
lit glowing mushroom,-1,-1,-1,-1,-1,-1,0,0,0,-1
lit moon mirror,-1,-1,-1,-1,-1,-1,0,0,0,-1
lit rainbow torch,-1,-1,-1,-1,-1,-1,0,0,0,-1
lit small lamp,-1,-1,-1,-1,-1,-1,0,0,0,-1
little bowl of myrrh,3228,2655,4148,3569,1513,688,573,0.22,394224,8
living armor,49900,24000,69423,28861,36,28,25900,1.08,725200,2
living vine bow,355551,204849,276524,179077,31,22,150702,0.74,3315444,2
lizard essence,299,265,290,247,9,154,34,0.13,306,1
lizard heart,25000,25,2954,318,11,110,24975,999.0,274725,0
lizard leather,1800,335,1125,386,303,299,1465,4.37,438035,1
lizard scale,917,611,1221,751,210,328,306,0.5,64260,1
lizard trophy,35490,5610,0,4178,0,3,29880,5.33,0,1
lizard weapon rack kit,-1,100000,0,0,0,0,-100001,-1.0,0,0
lock pick,39,1,42,1,15,3,38,38.0,114,0
locker kit,-1,100000,0,0,0,0,-100001,-1.0,0,0
longing eyes,-1,7780,0,7780,0,10,-7781,-1.0,0,0
longsword,2590000,2217000,2672577,2364600,38,40,373000,0.17,14174000,2
lost basher's spike,350,108,0,105,0,29,242,2.24,0,0
lost bracers,295,46,0,47,0,31,249,5.41,0,0
lost husher's staff,200,85,200,85,1,22,115,1.35,115,0
lots,139,139,290,194,4,61,0,0.0,0,0
lottery ticket,2800,601,3493,601,24,1,2199,3.66,2199,0
love potion,0,0,5000,0,2,0,0,0,0,0
lucky pig,299999,20700,250000,0,2,0,279299,13.49,0,0
ludicrous piece of cloth,1800,50,2095,219,64,24,1750,35.0,42000,1
luminescent crystal pickaxe,-1,60000,0,60000,0,1,-60001,-1.0,0,0
luminous orb,1249,425,1138,769,6,427,824,1.94,4944,1
luminous piece of cloth,995,1,1183,25,74,33,994,994.0,32802,0
lump of cake dough,350,20,275,17,13,13,330,16.5,4290,0
lump of chocolate dough,-1,0,0,0,0,0,-1,0,0,0
lump of clay,-1,-1,-1,-1,-1,-1,0,0,0,-1
lump of dirt,15,5,117,4,31,277,10,2.0,310,0
lump of dough,1989,0,4749,0,6,0,1989,0,0,0
lump of earth,121,55,116,99,11,407,66,1.2,726,2
lump of garlic dough,45000,0,0,0,0,0,45000,0,0,0
lump of holy water dough,0,0,3000,0,1,0,0,0,0,0
lump of reed flour dough,-1,0,0,0,0,0,-1,0,0,0
lump of sacred clay,-1,-1,-1,-1,-1,-1,0,0,0,-1
lunar staff,5500,4900,6705,4727,9,90,600,0.12,5400,0
lute,3000,0,9999,0,1,0,3000,0,0,0
lyre,498,0,647,0,25,0,498,0,0,2
mace,9597,8885,9598,8892,5,779,712,0.08,3560,0
mace of carving,-1,-1,-1,-1,-1,-1,0,0,0,-1
mace of destruction,1899000,471400,965356,416600,7,3,1427600,3.03,4282800,0
mace of mayhem,-1,-1,-1,-1,-1,-1,0,0,0,-1
mace of remedy,-1,-1,-1,-1,-1,-1,0,0,0,-1
machete,146,25,146,20,8,71,121,4.84,968,0
machine crate,-1,0,0,0,0,0,-1,0,0,0
mad froth,98,7,299,10,1,24,91,13.0,91,0
mage hat,529,5,649,6,88,66,524,104.8,34584,1
mage's cap,33880000,29001000,32842250,29000000,4,1,4879000,0.17,4879000,2
magic crystal,25000,25000,8990,25000,1,1,0,0.0,0,0
magic light wand,190,29,181,30,174,189,161,5.55,28014,1
magic longsword,-1,999999,0,0,0,0,-1000000,-1.0,0,0
magic plate armor,92999,89090,92951,89110,291,374,3909,0.04,1137519,0
magic shield potion,29940,22711,32260,23871,631,200,7229,0.32,1445800,5
magic sulphur,8200,7736,8227,7757,166,678,464,0.06,77024,3
magic sword,300000,204000,240010,201909,157,113,96000,0.47,10848000,4
magic wall rune,120,114,120,111,1923,385,6,0.05,2310,0
magical cage key,20000,1,90000,1,2,4,19999,19999.0,39998,1
magical inkwell,-1,0,0,0,0,0,-1,0,0,0
magical measurement device,-1,-1,-1,-1,-1,-1,0,0,0,-1
magical watch,-1,-1,-1,-1,-1,-1,0,0,0,-1
magician hat,249600,30100,164799,30061,4,4,219500,7.29,878000,0
magician's robe,0,0,47,0,5,0,0,0,0,0
magma amulet,1385,1112,1549,1471,1629,2425,273,0.25,444717,4
magma boots,2950,2385,2643,2459,122,2014,565,0.24,68930,2
magma clump,269,269,488,263,5,86,0,0.0,0,0
magma coat,11149,10680,11162,10875,108,2343,469,0.04,50652,1
magma legs,11390,10685,11584,10779,245,1776,705,0.07,172725,3
magma monocle,2598,2435,2533,2449,82,1734,163,0.07,13366,2
mago mechanic core,32000,1900,35900,1900,3,1,30100,15.84,30100,0
maimer,60000,40009,59020,40049,8,4,19991,0.5,79964,0
major crystalline token,150,40,155,83,40,222,110,2.75,4400,1
make-do boots,22949900,17527000,21256557,17511000,7,5,5422900,0.31,27114500,0
makeshift boots,23000000,15002000,18396485,16958600,13,5,7998000,0.53,39990000,0
malice's horn,-1,100000,0,0,0,0,-100001,-1.0,0,0
malice's spine,-1,688000,0,688000,0,1,-688001,-1.0,0,0
mallet handle,300000,100000,283000,100000,3,3,200000,2.0,600000,0
mallet head,12950000,4000000,12950000,0,1,0,8950000,2.24,0,0
mallet pommel,1200000,1200000,2550350,1200000,2,1,0,0.0,0,0
malofur's lunchbox,-1,227810,0,227800,0,4,-227811,-1.0,0,1
mammoth fur cape,6989,6200,6896,5787,10,235,789,0.13,7890,1
mammoth fur shorts,-1,251,0,249,0,7,-252,-1.0,0,0
mammoth tusk,100,50,95,57,23,288,50,1.0,1150,5
mammoth whopper,300,240,262,229,9,144,60,0.25,540,4
mana potion,146,142,145,142,4836,4659,4,0.03,18636,2
mandrake,4895,3689,9435,3692,20,63,1206,0.33,24120,1
mango,50,2,110,2,90,8,48,24.0,384,1
mantassin tail,290,116,373,108,7,80,174,1.5,1218,0
manticore ear,94,94,297,186,2,95,0,0.0,0,0
manticore tail,205,197,205,193,1,87,8,0.04,8,0
map to the unknown,2050,100,2106,77,85,10,1950,19.5,19500,0
